2025-07-03 01:17:15,804 INFO    MainThread:54710 [wandb_setup.py:_flush():81] Current SDK version is 0.20.0
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_setup.py:_flush():81] Configure stats pid to 54710
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_setup.py:_flush():81] Loading settings from /Users/nbhsbgnb/.config/wandb/settings
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_setup.py:_flush():81] Loading settings from /Users/nbhsbgnb/PycharmProjects/PythonProject/PowerPINN/wandb/settings
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/nbhsbgnb/PycharmProjects/PythonProject/PowerPINN/wandb/run-20250703_011715-1t9zd9xl/logs/debug.log
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/nbhsbgnb/PycharmProjects/PythonProject/PowerPINN/wandb/run-20250703_011715-1t9zd9xl/logs/debug-internal.log
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_init.py:init():831] calling init triggers
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_init.py:init():836] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-07-03 01:17:15,805 INFO    MainThread:54710 [wandb_init.py:init():872] starting backend
2025-07-03 01:17:16,040 INFO    MainThread:54710 [wandb_init.py:init():875] sending inform_init request
2025-07-03 01:17:16,074 INFO    MainThread:54710 [wandb_init.py:init():883] backend started and connected
2025-07-03 01:17:16,077 INFO    MainThread:54710 [wandb_init.py:init():956] updated telemetry
2025-07-03 01:17:16,093 INFO    MainThread:54710 [wandb_init.py:init():980] communicating run to backend with 90.0 second timeout
2025-07-03 01:17:16,676 INFO    MainThread:54710 [wandb_init.py:init():1032] starting run threads in backend
2025-07-03 01:17:16,708 INFO    MainThread:54710 [wandb_run.py:_console_start():2453] atexit reg
2025-07-03 01:17:16,708 INFO    MainThread:54710 [wandb_run.py:_redirect():2301] redirect: wrap_raw
2025-07-03 01:17:16,708 INFO    MainThread:54710 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-07-03 01:17:16,708 INFO    MainThread:54710 [wandb_run.py:_redirect():2393] Redirects installed.
2025-07-03 01:17:16,710 INFO    MainThread:54710 [wandb_init.py:init():1078] run started, returning control to user process
2025-07-03 01:17:16,982 INFO    MsgRouterThr:54710 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
